Store ID,Name,Brand,Store Number,Phone Number,Ownership Type,Street Combined,Street 1,Street 2,Street 3,City,Country Subdivision,CityState,Country,Postal Code,ZIP,Coordinates,Latitude,Longitude,Timezone,Current Timezone Offset,Olson Timezone,First Seen
1008877,W Tennessee & N Copeland,Starbucks,22769-217408,850-222-0014,CO,608 W. Tennesee Street,608 W. Tennesee Street,,,Tallahassee,FL,TallahasseeFL,US,32304,32304,"(30.4449901580811, -84.2913284301758)",30.44499016,-84.29132843,Eastern Standard Time,-240,GMT-05:00 America/New_York,9/23/2014 4:00
1007503,Florida State University-Dirac Libr,Starbucks,21593-211945,850-644-1149,LS,110 N WOodward Ave,110 N WOodward Ave,,,Tallahassee,FL,TallahasseeFL,US,32306,32306,"(30.4449672698975, -84.3001861572266)",30.44496727,-84.30018616,Eastern Standard Time,-240,GMT-05:00 America/New_York,1/21/2015 5:00
1010084,Magnolia & Governors Square Blvd,Starbucks,24562-223704,8505080224,CO,"222 S Magnolia Drive, Suite 101",222 S Magnolia Drive,Suite 101,,Tallahassee,FL,TallahasseeFL,US,32301,32301,"(30.4402904510498, -84.2622375488281)",30.44029045,-84.26223755,Eastern Standard Time,-240,GMT-05:00 America/New_York,7/28/2015 4:00
7536,Thomasville & Kerry Forest Pkwy,Starbucks,13569-107656,850-893-4494,CO,"2887 Kerry Forest Pkwy., Suite 500",2887 Kerry Forest Pkwy.,Suite 500,,Tallahassee,FL,TallahasseeFL,US,323124863,32312,"(30.5426006317139, -84.2297592163086)",30.54260063,-84.22975922,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
7626,Florida State University/ Wildwood,Starbucks,75456-107890,850-645-8146,LS,902 - 904 Wildwood Drive,902 - 904 Wildwood Drive,,,Tallahassee,FL,TallahasseeFL,US,323048044,32304,"(30.4427089691162, -84.29833984375)",30.44270897,-84.29833984,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
8425,I-10 & Thomasville Rd,Starbucks,9555-94584,850-894-7005,CO,3425 Thomasville Road,3425 Thomasville Road,,,Tallahassee,FL,TallahasseeFL,US,323093493,32309,"(30.5040225982666, -84.2506484985352)",30.5040226,-84.2506485,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
9527,Target-Tallahassee T-1973,Starbucks,76310-95268,850-894-3213,LS,3751 Bradfordville Rd,3751 Bradfordville Rd,,,Tallahassee,FL,TallahasseeFL,US,323091943,32309,"(30.560920715332, -84.2153778076172)",30.56092072,-84.21537781,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
9866,Capital Circle & Blair Stone,Starbucks,11348-104968,850-656-6368,CO,"3551 Blairstone Rd., S","3551 Blairstone Rd., S",,,Tallahassee,FL,TallahasseeFL,US,323018826,32301,"(30.4032287597656, -84.2375717163086)",30.40322876,-84.23757172,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
12736,N. Monroe & John Knox,Starbucks,8552-75465,850-386-2417,CO,2264-1 North Monroe Street,2264-1 North Monroe Street,,,Tallahassee,FL,TallahasseeFL,US,323034789,32303,"(30.4709815979004, -84.2907028198242)",30.4709816,-84.29070282,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
14892,Target Tallahassee T-844,Starbucks,76153-90927,850-671-2041,LS,2120 Apalachee Pkwy,2120 Apalachee Pkwy,,,Tallahassee,FL,TallahasseeFL,US,323014819,32301,"(30.4324226379395, -84.2444458007813)",30.43242264,-84.2444458,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
17479,Governor's Square Mall - FoodCourt,Starbucks,11414-105365,850-656-3421,CO,"1500 APALACHEE PKWY, 1460, Governor's Square",1500 APALACHEE PKWY,1460,Governor's Square,Tallahassee,FL,TallahasseeFL,US,323013055,32301,"(30.4366550445557, -84.2536468505859)",30.43665504,-84.25364685,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
18436,1703 W Tennessee,Starbucks,8804-93689,850-425-2641,CO,1703 W Tennessee,1703 W Tennessee,,,Tallahassee,FL,TallahasseeFL,US,323043436,32304,"(30.4486980438232, -84.309700012207)",30.44869804,-84.30970001,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
15398,Montague & Linebaugh,Starbucks,8457-46799,813-926-4430,CO,"10118 Montague Blvd., Suite #18, West Park Village Town Center",10118 Montague Blvd.,Suite #18,West Park Village Town Center,Tampa,FL,TampaFL,US,33626,33626,"(28.0441055297852, -82.5973358154297)",28.04410553,-82.59733582,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
16186,Waters & Anderson,Starbucks,8437-15873,813-890-8718,CO,"9222 Anderson Road, AMC Veteran 24",9222 Anderson Road,,AMC Veteran 24,Tampa,FL,TampaFL,US,33634,33634,"(28.0325489044189, -82.5413055419922)",28.0325489,-82.54130554,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
68130,N. Dale Mabry & Linebaugh,Starbucks,15732-158664,8139631603,CO,10002 N. Dale Mabry Hwy,10002 N. Dale Mabry Hwy,,,Tampa,FL,TampaFL,US,33618,33618,"(28.0404853820801, -82.5053787231445)",28.04048538,-82.50537872,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
1005914,Hilton Downtown Tampa,Starbucks,20663-200072,813-722-4920,LS,211 North Tampa Str,211 North Tampa Str,,,Tampa,FL,TampaFL,US,33602,33602,"(27.9460544586182, -82.4581680297852)",27.94605446,-82.45816803,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
1006264,Target Tampa T-655,Starbucks,20080-202872,813-962-2281,LS,15240 N. Dale Mabry Hwy,15240 N. Dale Mabry Hwy,,,Tampa,FL,TampaFL,US,33618,33618,"(28.0887031555176, -82.5036010742188)",28.08870316,-82.50360107,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
1009822,MLK & Habana,Starbucks,24253-217326,8132838425,CO,2720 W. Dr. Martin Luther King Blvd.,2720 W. Dr. Martin Luther King Blvd.,,,Tampa,FL,TampaFL,US,33607,33607,"(27.9810314178467, -82.4883804321289)",27.98103142,-82.48838043,Eastern Standard Time,-240,GMT-05:00 America/New_York,5/20/2015 4:00
1012426,Teavana - International Plaza,Teavana,28244-249742,813-354-0055,CO,"2223 N West Shore Blvd., Ste. 277, International Plaza",2223 N West Shore Blvd.,Ste. 277,International Plaza,Tampa,FL,TampaFL,US,33607,33607,"(27.9610462188721, -82.5238723754883)",27.96104622,-82.52387238,Eastern Standard Time,-240,GMT-05:00 America/New_York,7/3/2015 4:00
1012479,Teavana - Citrus Park Mall,Teavana,28348-249749,813-818-1550,CO,"7961 CITRUS PARK TWN CNTR MALL, Citrus Park Mall",7961 CITRUS PARK TWN CNTR MALL,,Citrus Park Mall,Tampa,FL,TampaFL,US,33625,33625,"(28.0670108795166, -82.5760116577148)",28.06701088,-82.57601166,Eastern Standard Time,-240,GMT-05:00 America/New_York,7/4/2015 4:00
1010034,University of Tampa Education Cente,Starbucks,24501-217604,813-257-3246,LS,820 West North A St,820 West North A St,,,Tampa,FL,TampaFL,US,33606,33606,"(27.9372653961182, -82.4694671630859)",27.9372654,-82.46946716,Eastern Standard Time,-240,GMT-05:00 America/New_York,9/1/2015 4:00
1013215,Dale Mabry & Walnut,Starbucks,25468-239189,0,CO,TBD,TBD,,,Tampa,FL,TampaFL,US,33607,33607,"(27.9602317810059, -82.5054244995117)",27.96023178,-82.5054245,Eastern Standard Time,-240,GMT-05:00 America/New_York,9/29/2015 4:00
6462,Target Tampa/Town & Country T-798,Starbucks,76754-108136,(813) 885-2311,LS,6295 W  Waters Ave,6295 W  Waters Ave,,,Tampa,FL,TampaFL,US,336341100,33634,"(28.0278377532959, -82.5486831665039)",28.02783775,-82.54868317,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
6500,Super Target Oldsmar (Tampa) T-2289,Starbucks,76807-108137,813-749-5961,LS,11627 W Hillsborough Ave,11627 W Hillsborough Ave,,,Tampa,FL,TampaFL,US,336359736,33635,"(28.0160331726074, -82.6128387451172)",28.01603317,-82.61283875,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
7764,Westin Tampa Bay,Starbucks,75813-96830,,LS,7627 W Courtney Campbell Causeway,7627 W Courtney Campbell Causeway,,,Tampa,FL,TampaFL,US,336071431,33607,"(27.9683971405029, -82.5657043457031)",27.96839714,-82.56570435,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
7996,I-275 & Hillsborough,Starbucks,9737-96123,813-231-4276,CO,502 E. Hillsborough Avenue,502 E. Hillsborough Avenue,,,Tampa,FL,TampaFL,US,336047042,33604,"(27.9965362548828, -82.4549407958984)",27.99653625,-82.4549408,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
8416,8602 Hillsborough Ave,Starbucks,8117-95190,813-885-4579,CO,8602 Hillsborough Ave,8602 Hillsborough Ave,,,Tampa,FL,TampaFL,US,336153811,33615,"(27.9963645935059, -82.5809326171875)",27.99636459,-82.58093262,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
8610,Race Track & Nine Eagles,Starbucks,10025-98747,813-814-0412,CO,12998 Race Track Rd,12998 Race Track Rd,,,Tampa,FL,TampaFL,US,336261305,33626,"(28.0693092346191, -82.6332550048828)",28.06930923,-82.633255,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
9528,Target Tampa T-2040,Starbucks,76401-95750,813-262-0244,LS,1544 N Dale Mabry Hwy,1544 N Dale Mabry Hwy,,,Tampa,FL,TampaFL,US,336072551,33607,"(27.9582672119141, -82.5078353881836)",27.95826721,-82.50783539,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
10094,W Gandy Blvd & S Himes,Starbucks,10065-98748,813-831-5179,CO,3619 West Gandy Blvd,3619 West Gandy Blvd,,,Tampa,FL,TampaFL,US,336112607,33611,"(27.8948001861572, -82.5051803588867)",27.89480019,-82.50518036,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
10636,Kennedy Blvd & S Dakota Ave,Starbucks,14316-104302,813-251-3728,CO,1600 W Kennedy Blvd,1600 W Kennedy Blvd,,,Tampa,FL,TampaFL,US,336061845,33606,"(27.9445095062256, -82.4760437011719)",27.94450951,-82.4760437,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
10907,Univ of S. Florida-Juniper Dining H,Starbucks,3787-138044,813-974-4024,LS,"4202 E Fowler Ave, AXA0094",4202 E Fowler Ave,AXA0094,,Tampa,FL,TampaFL,US,336209998,33620,"(28.0546894073486, -82.411491394043)",28.05468941,-82.41149139,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
11302,3400 Bay to Bay Blvd.,Starbucks,8538-67943,813-835-0506,CO,3409 Bay to Bay Blvd.,3409 Bay to Bay Blvd.,,,Tampa,FL,TampaFL,US,336297042,33629,"(27.9199523925781, -82.4992828369141)",27.91995239,-82.49928284,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
11645,N. Westshore Blvd & W. Main St,Starbucks,8312-5448,813-639-9677,CO,1508 North Westshore Blvd.,1508 North Westshore Blvd.,,,Tampa,FL,TampaFL,US,336074506,33607,"(27.9565734863281, -82.5245895385742)",27.95657349,-82.52458954,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
11942,Howard & Moody,Starbucks,8295-3088,813-250-9223,CO,715 South Howard St,715 South Howard St,,,Tampa,FL,TampaFL,US,336062468,33606,"(27.9362869262695, -82.4832458496094)",27.93628693,-82.48324585,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
13009,TPA - Tampa Airside E Level 3,Starbucks,75582-76580,,LS,"5507 W Spruce St, Tampa International Airport",5507 W Spruce St,,Tampa International Airport,Tampa,FL,TampaFL,US,336075933,33607,"(27.9804534912109, -82.5381088256836)",27.98045349,-82.53810883,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
13149,TPA - Tampa Airside A,Starbucks,72331-6128,813-396-3977,LS,"5507 W Spruce St, Tampa International Airport",5507 W Spruce St,,Tampa International Airport,Tampa,FL,TampaFL,US,336075933,33607,"(27.9626007080078, -82.5017852783203)",27.96260071,-82.50178528,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
13203,TPA - Tampa Airside Term F,Starbucks,72496-21621,813-396-3096,LS,"5507 W Spruce St, Tampa International Airport",5507 W Spruce St,,Tampa International Airport,Tampa,FL,TampaFL,US,336075933,33607,"(27.9626007080078, -82.5017852783203)",27.96260071,-82.50178528,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
14093,Citrus Park Mall - First Level,Starbucks,8593-87963,813-792-2858,CO,7968 Citrus Park Town Ctr Mall,7968 Citrus Park Town Ctr Mall,,,Tampa,FL,TampaFL,US,336253179,33625,"(28.068920135498, -82.5765380859375)",28.06892014,-82.57653809,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
14300,Tampa General Hospital,Starbucks,75234-73821,813-844-8006,LS,"1 Tampa General Circle, Davis Island",1 Tampa General Circle,Davis Island,,Tampa,FL,TampaFL,US,336063571,33606,"(27.9380283355713, -82.4590148925781)",27.93802834,-82.45901489,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
14382,U of S. FL - Library,Starbucks,75205-92860,813-974-4569,LS,4202 E Fowler Ave,4202 E Fowler Ave,,,Tampa,FL,TampaFL,US,336209998,33620,"(28.0547370910645, -82.4129257202148)",28.05473709,-82.41292572,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
14792,TPA - Tampa Airside C,Starbucks,75778-96373,,LS,5507 W Spruce St,5507 W Spruce St,,,Tampa,FL,TampaFL,US,336075933,33607,"(27.9832134246826, -82.5316467285156)",27.98321342,-82.53164673,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
15023,International Mall - First Level,Starbucks,8458-17095,813-353-1820,CO,"2223 N. Westshore Blvd., K-100, International Plaza",2223 N. Westshore Blvd.,K-100,International Plaza,Tampa,FL,TampaFL,US,336071411,33607,"(27.9645023345947, -82.5212783813477)",27.96450233,-82.52127838,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
15347,Shoppes of Carrollwood,Starbucks,8277-1716,(813) 962-1179,CO,"14394 N. Dale Mabry Hwy., Ste. 10",14394 N. Dale Mabry Hwy.,Ste. 10,,Tampa,FL,TampaFL,US,336182018,33618,"(28.0776653289795, -82.5081024169922)",28.07766533,-82.50810242,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
15397,BB Downs & Richmond Park Dr.,Starbucks,8456-38739,813-866-9552,CO,17525 Preserve Walk Lane,17525 Preserve Walk Lane,,,Tampa,FL,TampaFL,US,336473244,33647,"(28.1316356658936, -82.3653945922852)",28.13163567,-82.36539459,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
15655,Westshore Plaza,Starbucks,8384-19164,813-287-1750,CO,225 Westshore Plaza,225 Westshore Plaza,,,Tampa,FL,TampaFL,US,336091810,33609,"(27.9458408355713, -82.5269165039063)",27.94584084,-82.5269165,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
16140,401 S. Dale Mabry Hwy,Starbucks,8485-57681,813-870-6844,CO,401 South Dale Mabry highway,401 South Dale Mabry highway,,,Tampa,FL,TampaFL,US,336092820,33609,"(27.9410762786865, -82.5060806274414)",27.94107628,-82.50608063,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
16602,Fletcher & Park Edge,Starbucks,8514-62705,813-979-4848,CO,"8229 Parkedge Drive, The Hidden River Collection",8229 Parkedge Drive,,The Hidden River Collection,Tampa,FL,TampaFL,US,336371101,33637,"(28.0696792602539, -82.3674850463867)",28.06967926,-82.36748505,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
17279,Tampa Embassy Suites Convention Ctr,Starbucks,75904-97613,813-908-4984,LS,513 S Florida Ave,513 S Florida Ave,,,Tampa,FL,TampaFL,US,336025419,33602,"(27.9422473907471, -82.4550628662109)",27.94224739,-82.45506287,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
18402,"TPA -  Relo Main Transf Lvl, 3rd Fl",Starbucks,72420-94429,,LS,5507 W Spruce St,5507 W Spruce St,,,Tampa,FL,TampaFL,US,336075933,33607,"(27.9601593017578, -82.5334014892578)",27.9601593,-82.53340149,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
18452,Fowler & 50th,Starbucks,8299-3089,(813) 989-3769,CO,5006 E Fowler,5006 E Fowler,,,Tampa,FL,TampaFL,US,336172146,33617,"(28.0548992156982, -82.400505065918)",28.05489922,-82.40050507,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
18607,Westshore & Kennedy,Starbucks,8428-28454,813-636-8500,CO,"118 South Westshore Blvd, Town Square Shopping Center",118 South Westshore Blvd,,Town Square Shopping Center,Tampa,FL,TampaFL,US,336092539,33609,"(27.9440116882324, -82.5241622924805)",27.94401169,-82.52416229,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
20021,TPA Baggage Claim,Starbucks,14879-155064,813-396-3977,LS,4100 George J. Bean Outbound Pkwy,4100 George J. Bean Outbound Pkwy,,,Tampa,FL,TampaFL,US,336071402,33607,"(27.9643707275391, -82.5394287109375)",27.96437073,-82.53942871,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
9627,Pittsburgh Mills,Starbucks,75819-98424,724-274-7239,LS,2012A Butler Logan Rd,2012A Butler Logan Rd,,,Tarentum,PA,TarentumPA,US,150843810,15084,"(40.5741882324219, -79.796142578125)",40.57418823,-79.79614258,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
10164,"Pittsburgh Mills, Tarentum",Starbucks,11147-103817,724-274-0170,CO,"2025 Pittsburgh Mills Blvd, Point at Pittsburgh Mills",2025 Pittsburgh Mills Blvd,,Point at Pittsburgh Mills,Tarentum,PA,TarentumPA,US,150843841,15084,"(40.571891784668, -79.8012542724609)",40.57189178,-79.80125427,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
8418,Tarpon Ave & US Hwy 19,Starbucks,3482-90583,727-934-6968,CO,40908 US Highway 19 North,40908 US Highway 19 North,,,Tarpon Springs,FL,Tarpon SpringsFL,US,346895446,34689,"(28.1435356140137, -82.7412338256836)",28.14353561,-82.74123383,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
6360,Ventura Blvd & Shirley,Starbucks,11779-106400,818-774-9660,CO,19439 Ventura Blvd,19439 Ventura Blvd,,,Tarzana,CA,TarzanaCA,US,913563030,91356,"(34.1729278564453, -118.557067871094)",34.17292786,-118.5570679,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
12746,Vons-Tarzana #2066,Starbucks,74625-94036,818-881-5527,LS,18439 Ventura Blvd,18439 Ventura Blvd,,,Tarzana,CA,TarzanaCA,US,913564201,91356,"(34.1689796447754, -118.534408569336)",34.16897964,-118.5344086,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
65807,Ventura & Yolanda,Starbucks,9074-139228,818-881-1639,CO,"18700 Ventura Blvd., #120, The Village Walk",18700 Ventura Blvd.,#120,The Village Walk,Tarzana,CA,TarzanaCA,US,913563303,91356,"(34.170280456543, -118.540466308594)",34.17028046,-118.5404663,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
13556,Taunton Depot,Starbucks,7726-45399,508-822-8381,CO,65 H Taunton Depot Drive,65 H Taunton Depot Drive,,,Taunton,MA,TauntonMA,US,27806962,02780,"(41.8790016174316, -71.0666046142578)",41.87900162,-71.06660461,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
63180,Target Taunton T-1189,Starbucks,15819-163004,508-824-8004,LS,81 Taunton Depot Dr,81 Taunton Depot Dr,,,Taunton,MA,TauntonMA,US,27806915,02780,"(41.8786010742188, -71.0657348632813)",41.87860107,-71.06573486,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
17175,Eureka & Pardee,Starbucks,2872-75469,734-374-1029,CO,23300 Eureka Rd,23300 Eureka Rd,,,Taylor,MI,TaylorMI,US,481805215,48180,"(42.1983833312988, -83.2586212158203)",42.19838333,-83.25862122,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
11100,Target Greer T-1937,Starbucks,76292-90929,864-562-0976,LS,6025 Wade Hampton Blvd,6025 Wade Hampton Blvd,,,Taylors,SC,TaylorsSC,US,296875334,29687,"(34.9378776550293, -82.2788619995117)",34.93787766,-82.278862,Eastern Standard Time,-240,GMT-05:00 America/New_York,12/8/2013 22:41
7931,Plaza 5500- Taylorsville,Starbucks,10473-101353,801-966-0720,CO,"5500 South Redwood Road, 100",5500 South Redwood Road,100,,Taylorsville,UT,TaylorsvilleUT,US,841235375,84123,"(40.6510429382324, -111.939323425293)",40.65104294,-111.9393234,Mountain Standard Time,-360,GMT-07:00 America/Denver,12/8/2013 22:41
17354,"Tehachapi & Tucker, Tehachapi",Starbucks,8726-94570,661-822-0573,CO,"300 S. Tucker Road, #A",300 S. Tucker Road,#A,,Tehachapi,CA,TehachapiCA,US,935612562,93561,"(35.131290435791, -118.466934204102)",35.13129044,-118.4669342,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
1005442,Hotel Madeline - Heritage Plaza Ret,Starbucks,20645-195365,970-369-0880,LS,568 Mountain Village Blvd,568 Mountain Village Blvd,,,Telluride,CO,TellurideCO,US,81435,81435,"(37.9321746826172, -107.852226257324)",37.93217468,-107.8522263,Mountain Standard Time,-360,GMT-07:00 America/Denver,12/8/2013 22:41
15143,Albertsons-Temecula #6753,Starbucks,73500-69560,951-303-1133,LS,31960 Hwy 79,31960 Hwy 79,,,Temecula,CA,TemeculaCA,US,92592,92592,"(33.4819183349609, -117.100517272949)",33.48191833,-117.1005173,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
16108,Albertsons-Temecula #6706,Starbucks,73560-79487,951-694-0244,LS,30530 Rancho California Rd,30530 Rancho California Rd,,,Temecula,CA,TemeculaCA,US,92590,92590,"(33.5099067687988, -117.127029418945)",33.50990677,-117.1270294,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
17704,"Hwy 79 & Meadows Pkwy, Temecula",Starbucks,5884-33439,951-303-6884,CO,"32240 Highway 79 South, 109",32240 Highway 79 South,109,,Temecula,CA,TemeculaCA,US,92592,92592,"(33.4825897216797, -117.09440612793)",33.48258972,-117.0944061,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
1010250,Winchester & Ynez,Starbucks,5695-217005,951-296-9502,CO,41195 Winchester Road,41195 Winchester Road,,,Temecula,CA,TemeculaCA,US,92591,92591,"(33.5239410400391, -117.16178894043)",33.52394104,-117.1617889,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,8/5/2014 4:00
1012824,Teavana - Promenade,Teavana,28628-249965,951-296-9984,CO,"40756 Winchester Rd., #260, Promenade",40756 Winchester Rd.,#260,Promenade,Temecula,CA,TemeculaCA,US,92591,92591,"(33.5278930664063, -117.155700683594)",33.52789307,-117.1557007,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,7/11/2015 4:00
8259,"Old Town Front & 6th, Temecula",Starbucks,9902-98297,951-699-2917,CO,28459 Old Town Front Street,28459 Old Town Front Street,,,Temecula,CA,TemeculaCA,US,925901892,92590,"(33.4955940246582, -117.151458740234)",33.49559402,-117.1514587,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
8984,"Jefferson & Winchester, Temecula",Starbucks,5949-43579,951-296-6544,CO,"27315 Jefferson Avenue, Suite K, Winchester Plaza",27315 Jefferson Avenue,Suite K,Winchester Plaza,Temecula,CA,TemeculaCA,US,925905609,92590,"(33.5217971801758, -117.166381835938)",33.52179718,-117.1663818,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
9499,"Promenade In Temecula, Temecula",Starbucks,10145-98467,951-296-2096,CO,"40820 Winchester Road, 2470",40820 Winchester Road,2470,,Temecula,CA,TemeculaCA,US,925915525,92591,"(33.5257034301758, -117.153945922852)",33.52570343,-117.1539459,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
9500,"Hwy 79 & Pechanga, Temecula",Starbucks,8908-95240,951-506-2785,CO,"30571 Highway 79 S, A, Creekside Plaza",30571 Highway 79 S,A,Creekside Plaza,Temecula,CA,TemeculaCA,US,925924821,92592,"(33.4752883911133, -117.127670288086)",33.47528839,-117.1276703,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
10236,Rancho California & Meadows,Starbucks,10188-99477,951-587-6326,CO,"31867 Rancho California Rd., 100, Meadows Village",31867 Rancho California Rd.,100,Meadows Village,Temecula,CA,TemeculaCA,US,925915121,92591,"(33.5130844116211, -117.102935791016)",33.51308441,-117.1029358,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
10971,"Winchester & Nicholas, Temecula",Starbucks,14486-119046,951-699-8412,CO,"39848 Winchester Road, #A",39848 Winchester Road,#A,,Temecula,CA,TemeculaCA,US,925918318,92591,"(33.5395317077637, -117.144325256348)",33.53953171,-117.1443253,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
16066,"Rancho California & Ynez, Temecula",Starbucks,7927-95613,951-699-5761,CO,29588 Rancho California Road,29588 Rancho California Road,,,Temecula,CA,TemeculaCA,US,925915282,92591,"(33.5041847229004, -117.147819519043)",33.50418472,-117.1478195,Pacific Standard Time,-420,GMT-08:00 America/Los_Angeles,12/8/2013 22:41
8676,Arizona Mills,Starbucks,5468-1417,(480) 897-4804,CO,"5000 Arizona Mills Circle, Suite #391",5000 Arizona Mills Circle,Suite #391,,Tempe,AZ,TempeAZ,US,85282,85282,"(33.3836250305176, -111.964286804199)",33.38362503,-111.9642868,US Mountain Standard Time,-420,GMT+000000 America/Phoenix,12/8/2013 22:41
12981,Aramark ASU Business College,Starbucks,75178-78040,480-727-0019,LS,College of Business 1st Floor,College of Business 1st Floor,,,Tempe,AZ,TempeAZ,US,85287,85287,"(33.4182357788086, -111.931854248047)",33.41823578,-111.9318542,US Mountain Standard Time,-420,GMT+000000 America/Phoenix,12/8/2013 22:41
116525,Rural & Lakeshore,Starbucks,18890-177524,4807752794,CO,4475 South Rural Road,4475 South Rural Road,,,Tempe,AZ,TempeAZ,US,85282,85282,"(33.3824768066406, -111.926376342773)",33.38247681,-111.9263763,US Mountain Standard Time,-420,GMT+000000 America/Phoenix,12/8/2013 22:41
1005180,Rural & Vista Del Cerro,Starbucks,19127-187664,4808294948,CO,1717 South Rural Road,1717 South Rural Road,,,Tempe,AZ,TempeAZ,US,85281,85281,"(33.4097061157227, -111.925796508789)",33.40970612,-111.9257965,US Mountain Standard Time,-420,GMT+000000 America/Phoenix,12/8/2013 22:41
1006820,Fry's - Tempe #22,Starbucks,21988-215864,480-838-7023,LS,1835 E Guadalupe Rd,1835 E Guadalupe Rd,,,Tempe,AZ,TempeAZ,US,85283,85283,"(33.36376953125, -111.90958404541)",33.36376953,-111.909584,US Mountain Standard Time,-420,GMT+000000 America/Phoenix,4/9/2014 4:00
